КодИнструмента,НаименованиеИнструмента,БазисПоставки,ОбъемДоговоровЕИ,ОбъемДоговоровРуб,ИзмРынРуб,ИзмРынПроц,МинЦена,СреднЦена,МаксЦена,РынЦена,ЛучшПредложение,ЛучшСпрос,КоличествоДоговоров,Дата,Товар
PCGYTUZ010A,"Сера техническая газовая комовая сорт 9950, ШГПП Туймазинское производство (самовывоз автотранспортом)",ШГПП Туймазинское производство,,,,,,,,250,,300,,2025-12-10,Сера техническая газовая комовая сорт 9950
PCIAKII040S,"Изобутан марка А, ст. Кириши (самовывоз ж/д)",ст. Кириши,,,,,,,,25902,,24000,,2025-12-10,Изобутан марка А
PCIEUFM038F,"Фракция бутилен-бутадиеновая, Уфа-группа станций (ст. отправления)",Уфа-группа станций,114,4423580,302,0.78,38784,38803,38823,38803,38501,38823,3,2025-12-10,Фракция бутилен-бутадиеновая
PCK0OBK060F,"Конденсат газовый стабильный (ГОСТ Р 54389-2011), ст. Обская (ст. отправления)",ст. Обская,,,,,,,,,,32000,,2025-12-10,Конденсат газовый стабильный (ГОСТ Р 54389-2011)
PCKAKIT025A,"Алкилбензолсульфокислота марка А, КИНЕФ (самовывоз автотранспортом)",КИНЕФ,,,,,,,,132000,132000,,,2025-12-10,Алкилбензолсульфокислота марка А
PCKPPUF005A,"Каучук СКЭПТ-40, (1 лот = 5 т), Уфаоргсинтез (самовывоз автотранспортом)",Уфаоргсинтез,,,,,,,,211000,210500,,,2025-12-10,Каучук СКЭПТ-40
PCKPPUF020A,"Каучук СКЭПТ-40, Уфаоргсинтез (самовывоз автотранспортом)",Уфаоргсинтез,,,,,,,,,210500,,,2025-12-10,Каучук СКЭПТ-40
PCKROTA025A,"Кокс пековый, ТАИФ-НК (самовывоз автотранспортом)",ТАИФ-НК,,,,,,,,,350,,,2025-12-10,Кокс пековый
PCL2BHF020A,"Парафин нефтяной твердый марка Т-2 (поставка наливом), Башнефть-Новойл (самовывоз автотранспортом)",Башнефть-Новойл,20,1380000,,,69000,69000,69000,69000,69000,69000,1,2025-12-10,Парафин нефтяной твердый марка Т-2 (поставка наливом)
PCLTSLF020A,"Парафин нефтяной твердый марка П-2 (брикет) , Ярославнефтеоргсинтез (самовывоз автотранспортом)",Ярославнефтеоргсинтез,,,,,,,,,132900,,,2025-12-10,Парафин нефтяной твердый марка П-2 (брикет) 
PCM1ANK028F,"Монометиламин технический, Ангарск-группа станций (ст. отправления)",Ангарск-группа станций,,,,,,,,129300,,,,2025-12-10,Монометиламин технический
PCNAKII040S,"Бутан нормальный марка А, ст. Кириши (самовывоз ж/д)",ст. Кириши,,,,,,,,24000,24000,22080,,2025-12-10,Бутан нормальный марка А
PCNUNVY060F,"Парафин нефтяной спичечный улучшенный НСу, ст. Новоярославская (ст. отправления)",ст. Новоярославская,,,,,,,,,87500,,,2025-12-10,Парафин нефтяной спичечный улучшенный НСу
PCNUSLF025A,"Парафин нефтяной спичечный улучшенный НСу, Ярославнефтеоргсинтез (самовывоз автотранспортом)",Ярославнефтеоргсинтез,,,,,,,,,87500,,,2025-12-10,Парафин нефтяной спичечный улучшенный НСу
PCOKANK060F,"Остаток кубовый производства бутиловых спиртов (РПС-67), Ангарск-группа станций (ст. отправления)",Ангарск-группа станций,,,,,,,,27000,,29000,,2025-12-10,Остаток кубовый производства бутиловых спиртов (РПС-67)
PCOSUGU033F,"Газы углеводородные сжиженные марок ПА или ПТ, БП (б.т.ц.) Сургут (ст. отправления)",БП (б.т.ц.) Сургут,396,5532285,15,0.11,13955,13970,14000,13970,13955,14000,10,2025-12-10,Газы углеводородные сжиженные марок ПА или ПТ
PCOTKII063S,"Толуол нефтяной, ст. Кириши (самовывоз ж/д)",ст. Кириши,189,20034630,-1001,-0.94,106002,106003,106004,106003,106002,106004,3,2025-12-10,Толуол нефтяной
PCPCANG010A,"Газы углеводородные сжиженные марка ПБТ, Ангарская НХК (самовывоз автотранспортом)",Ангарская НХК,30,757200,568,2.25,25000,25240,25500,25240,24672,25600,3,2025-12-10,Газы углеводородные сжиженные марка ПБТ
PCPCANK034F,"Газы углеводородные сжиженные марка ПБТ, Ангарск-группа станций (ст. отправления)",Ангарск-группа станций,136,3249380,1579,6.61,23030,23893,25230,23893,22314,25230,4,2025-12-10,Газы углеводородные сжиженные марка ПБТ
PCPCBUP010A,"Газы углеводородные сжиженные марка ПБТ, Бузулукское ГПП (Покровская УКПГ) (самовывоз автотранспортом)",Бузулукское ГПП (Покровская УКПГ),20,485000,,,24250,24250,24250,24250,24250,24250,2,2025-12-10,Газы углеводородные сжиженные марка ПБТ
PCPCDZM032F,"Газы углеводородные сжиженные марка ПБТ, ст. Дземги (ст. отправления)",ст. Дземги,256,7154464,1543,5.52,27300,27947,28500,27947,26404,28500,8,2025-12-10,Газы углеводородные сжиженные марка ПБТ
PCPCGPE020A,"Газы углеводородные сжиженные марка ПБТ, ГНС Торопец (самовывоз автотранспортом)",ГНС Торопец,,,,,,,,,30000,,,2025-12-10,Газы углеводородные сжиженные марка ПБТ
PCPCKII038S,"Газы углеводородные сжиженные марка ПБТ, ст. Кириши (самовывоз ж/д)",ст. Кириши,,,,,,,,,23004,,,2025-12-10,Газы углеводородные сжиженные марка ПБТ
PCPCKIT050A,"Газы углеводородные сжиженные марка ПБТ, КИНЕФ (самовывоз автотранспортом)",КИНЕФ,50,1530000,,,30600,30600,30600,30600,30600,30600,1,2025-12-10,Газы углеводородные сжиженные марка ПБТ
PCPCKTH034F,"Газы углеводородные сжиженные марка ПБТ, ст. Коротчаево (ст. отправления)",ст. Коротчаево,442,6587330,1,0.01,14902,14903,14906,14903,14900,15000,13,2025-12-10,Газы углеводородные сжиженные марка ПБТ
PCPCLET035F,"Газы углеводородные сжиженные марка ПБТ, ст. Лена-Восточная (ст. отправления)",ст. Лена-Восточная,,,,,,,,34000,,,,2025-12-10,Газы углеводородные сжиженные марка ПБТ
PCPCNPT018A,"Газы углеводородные сжиженные марка ПБТ, ТАНЕКО (самовывоз автотранспортом)",ТАНЕКО,54,1242000,,,23000,23000,23000,23000,23000,23000,1,2025-12-10,Газы углеводородные сжиженные марка ПБТ
PCPCNVO010A,"Газы углеводородные сжиженные марка ПБТ, Новокуйбышевская НХК (самовывоз автотранспортом)",Новокуйбышевская НХК,50,1243060,159,0.64,24710,24861,25022,24861,24702,25022,5,2025-12-10,Газы углеводородные сжиженные марка ПБТ
PCPCOSN038J,"Газы углеводородные сжиженные марка ПБТ, ст. Осенцы (ст. отправления ОТП)",ст. Осенцы,950,16727638,358,2.03,17250,17608,18100,17608,17250,18100,22,2025-12-10,Газы углеводородные сжиженные марка ПБТ
PCPCPDK040F,"Газы углеводородные сжиженные марка ПБТ, Предкомбинатская-группа станций (ст. отправления)",Предкомбинатская-группа станций,,,,,,,,,22000,17017,,2025-12-10,Газы углеводородные сжиженные марка ПБТ
PCPCPRU035F,"Газы углеводородные сжиженные марка ПБТ, ст. Приютово (ст. отправления)",ст. Приютово,140,3034465,5,0.02,21670,21675,21685,21675,21670,21685,4,2025-12-10,Газы углеводородные сжиженные марка ПБТ
PCPCSAU035F,"Газы углеводородные сжиженные марка ПБТ, Самара-группа станций (ст. отправления)",Самара-группа станций,1050,23170455,83,0.38,21999,22067,22250,22067,21984,22250,30,2025-12-10,Газы углеводородные сжиженные марка ПБТ
PCPCSKP010A,"Газы углеводородные сжиженные марка ПБТ, ШГПП Шкаповское производство (самовывоз автотранспортом)",ШГПП Шкаповское производство,,,,,,,,,26500,,,2025-12-10,Газы углеводородные сжиженные марка ПБТ
PCPCSTI034F,"Газы углеводородные сжиженные марка ПБТ, ст. Стенькино II (ст. отправления)",ст. Стенькино II,306,7057652,,,22533,23064,23700,23064,22533,23700,9,2025-12-10,Газы углеводородные сжиженные марка ПБТ
PCPCTEH020A,"Газы углеводородные сжиженные марка ПБТ, Терминал по хранению и отгрузке ПБТ с. Нагорное (самовывоз автотранспортом)",Терминал по хранению и отгрузке ПБТ с. Нагорное,120,2640000,,,22000,22000,22000,22000,22000,22000,4,2025-12-10,Газы углеводородные сжиженные марка ПБТ
PCPCTOB036F,"Газы углеводородные сжиженные марка ПБТ, ст. Тобольск (ст. отправления)",ст. Тобольск,36,544896,130,0.86,15136,15136,15136,15136,15126,15201,1,2025-12-10,Газы углеводородные сжиженные марка ПБТ
PCPCTOB036J,"Газы углеводородные сжиженные марка ПБТ, ст. Тобольск (ст. отправления ОТП)",ст. Тобольск,2340,36325728,275,1.77,15422,15524,16000,15524,14800,16000,14,2025-12-10,Газы углеводородные сжиженные марка ПБТ
PCPCTUJ035F,"Газы углеводородные сжиженные марка ПБТ, ст. Туймазы (ст. отправления)",ст. Туймазы,105,2185050,,,20810,20810,20810,20810,20810,20810,3,2025-12-10,Газы углеводородные сжиженные марка ПБТ
PCPCTUZ010A,"Газы углеводородные сжиженные марка ПБТ, ШГПП Туймазинское производство (самовывоз автотранспортом)",ШГПП Туймазинское производство,,,,,,,,,25800,,,2025-12-10,Газы углеводородные сжиженные марка ПБТ
PCPCTYP034F,"Газы углеводородные сжиженные марка ПБТ, ст. Тюльпан (ст. отправления)",ст. Тюльпан,204,4453762,,,21832,21832,21833,21832,21832,21900,6,2025-12-10,Газы углеводородные сжиженные марка ПБТ
PCPCUPR018A,"Газы углеводородные сжиженные марка ПБТ, Татнефтегазпереработка (самовывоз автотранспортом)",Татнефтегазпереработка,54,1296000,,,24000,24000,24000,24000,24000,24100,3,2025-12-10,Газы углеводородные сжиженные марка ПБТ
PCPCYAI035F,"Газы углеводородные сжиженные марка ПБТ, ст. Яничкино (ст. отправления)",ст. Яничкино,35,836500,400,1.67,23900,23900,23900,23900,23900,23900,1,2025-12-10,Газы углеводородные сжиженные марка ПБТ
PCPHRFF040C,"Фракция пентан-гексановая, РФ БП (ст. назначения)",РФ БП,,,,,,,,47145,,,,2025-12-10,Фракция пентан-гексановая
PCPUNVY034F,"Фракция пропан-пропиленовая марка А, ст. Новоярославская (ст. отправления)",ст. Новоярославская,102,2173926,,,21313,21313,21313,21313,21313,22222,3,2025-12-10,Фракция пропан-пропиленовая марка А
PCPUSAU034F,"Фракция пропан-пропиленовая марка А, Самара-группа станций (ст. отправления)",Самара-группа станций,,,,,,,,,,17500,,2025-12-10,Фракция пропан-пропиленовая марка А
PCPUSTI034F,"Фракция пропан-пропиленовая марка А, ст. Стенькино II (ст. отправления)",ст. Стенькино II,,,,,,,,,,21100,,2025-12-10,Фракция пропан-пропиленовая марка А
PCPUUFM034F,"Фракция пропан-пропиленовая марка А, Уфа-группа станций (ст. отправления)",Уфа-группа станций,102,1737536,31,0.18,17004,17035,17050,17035,17004,17050,3,2025-12-10,Фракция пропан-пропиленовая марка А
PCR0PDK040F,"Сжиженный углеводородный газ, Предкомбинатская-группа станций (ст. отправления)",Предкомбинатская-группа станций,,,,,,,,18000,19000,17100,,2025-12-10,Сжиженный углеводородный газ
PCRIKHH035F,"Газы углеводородные сжиженные марка ПТ, ст. Кульшарипово (ст. отправления)",ст. Кульшарипово,,,,,,,,,,16700,,2025-12-10,Газы углеводородные сжиженные марка ПТ
PCRXKHH038F,"Газы углеводородные сжиженные марка ПБТ (СТО), ст. Кульшарипово (ст. отправления)",ст. Кульшарипово,,,,,,,,22000,21000,17600,,2025-12-10,Газы углеводородные сжиженные марка ПБТ (СТО)
PCRZKHH040F,"Газы углеводородные сжиженные марка БТ, ст. Кульшарипово (ст. отправления)",ст. Кульшарипово,,,,,,,,,22000,,,2025-12-10,Газы углеводородные сжиженные марка БТ
PCS1ANK065F,"Кислота серная контактная техническая первый сорт (лот 65 т), Ангарск-группа станций (ст. отправления)",Ангарск-группа станций,,,,,,,,16025,,16050,,2025-12-10,Кислота серная контактная техническая первый сорт (лот 65 т)
PCS1KII073S,"Кислота серная контактная техническая первый сорт, ст. Кириши (самовывоз ж/д)",ст. Кириши,,,,,,,,,,19200,,2025-12-10,Кислота серная контактная техническая первый сорт
PCS1NVY065F,"Кислота серная контактная техническая первый сорт, ст. Новоярославская (ст. отправления)",ст. Новоярославская,,,,,,,,,,16500,,2025-12-10,Кислота серная контактная техническая первый сорт
PCS1SAU060F,"Кислота серная контактная техническая первый сорт (лот 60 т), Самара-группа станций (ст. отправления)",Самара-группа станций,,,,,,,,,,12500,,2025-12-10,Кислота серная контактная техническая первый сорт (лот 60 т)
PCS1SAU065F,"Кислота серная контактная техническая первый сорт (лот 65 т), Самара-группа станций (ст. отправления)",Самара-группа станций,,,,,,,,,,13300,,2025-12-10,Кислота серная контактная техническая первый сорт (лот 65 т)
PCS1STI065F,"Кислота серная контактная техническая первый сорт, ст. Стенькино II (ст. отправления)",ст. Стенькино II,,,,,,,,,,13650,,2025-12-10,Кислота серная контактная техническая первый сорт
PCS2SAU065F,"Кислота серная контактная техническая второй сорт (лот 65 т), Самара-группа станций (ст. отправления)",Самара-группа станций,,,,,,,,,,7500,,2025-12-10,Кислота серная контактная техническая второй сорт (лот 65 т)
PCS7NVO025A,"Ацетон технический высший сорт, Новокуйбышевская НХК (самовывоз автотранспортом)",Новокуйбышевская НХК,25,1450000,-1000,-1.72,58000,58000,58000,58000,58000,58000,1,2025-12-10,Ацетон технический высший сорт
PCS7PUF025A,"Ацетон технический высший сорт, Уфаоргсинтез (самовывоз автотранспортом)",Уфаоргсинтез,75,4300000,-1667,-2.91,57000,57333,58000,57333,57000,58000,3,2025-12-10,Ацетон технический высший сорт
PCS7SAU040F,"Ацетон технический высший сорт (1 лот = 40т), Самара-группа станций (ст. отправления)",Самара-группа станций,,,,,,,,,54600,,,2025-12-10,Ацетон технический высший сорт (1 лот = 40т)
PCS7SAU060F,"Ацетон технический высший сорт, Самара-группа станций (ст. отправления)",Самара-группа станций,180,9060000,-2667,-5.3,50000,50333,51000,50333,50000,51000,3,2025-12-10,Ацетон технический высший сорт
PCS7UFM040F,"Ацетон технический высший сорт, (поставка танк-контейнерами), Уфа-группа станций (ст. отправления)",Уфа-группа станций,,,,,,,,58001,54000,,,2025-12-10,Ацетон технический высший сорт
PCS8SAU060F,"Абсорбент марка А-8, Самара-группа станций (ст. отправления)",Самара-группа станций,,,,,,,,11040,,9500,,2025-12-10,Абсорбент марка А-8
PCSCKII065S,"Сольвент нефтяной сверхтяжелый, ст. Кириши (самовывоз ж/д)",ст. Кириши,,,,,,,,57006,55002,46000,,2025-12-10,Сольвент нефтяной сверхтяжелый
PCSGBIN066F,"Сера техническая газовая гранулированная сорт 9998 (ТУ 2003), ст. Биклянь (ст. отправления)",ст. Биклянь,330,11913000,100,0.28,36100,36100,36100,36100,36100,36100,1,2025-12-10,Сера техническая газовая гранулированная сорт 9998 (ТУ 2003)
PCSURUY060W,"Смесь ароматических углеводородов С-10, ст. Рудня-Экспорт (промежуточная станция)",ст. Рудня-Экспорт,,,,,,,,,122365,,,2025-12-10,Смесь ароматических углеводородов С-10
PCSUZAH060W,"Смесь ароматических углеводородов С-10, ст. Завережье-Экспорт (промежуточная станция)",ст. Завережье-Экспорт,,,,,,,,,122365,,,2025-12-10,Смесь ароматических углеводородов С-10
PCSZANK044F,"Стирол марка СДЭБ высший сорт (лот = 44т.), Ангарск-группа станций (ст. отправления)",Ангарск-группа станций,308,20329804,-1494,-2.26,66000,66006,66040,66006,66000,66040,7,2025-12-10,Стирол марка СДЭБ высший сорт (лот = 44т.)
PCSZANK044S,"Стирол марка СДЭБ высший сорт (танк-контейнер на ж/д платформе покупателя), Ангарск-группа станций (самовывоз ж/д)",Ангарск-группа станций,44,2948000,-1150,-1.72,67000,67000,67000,67000,67000,67000,1,2025-12-10,Стирол марка СДЭБ высший сорт (танк-контейнер на ж/д платформе покупателя)
PCSZSVA044F,"Стирол марка СДЭБ высший сорт (лот = 44т.), ст. Салават (ст. отправления)",ст. Салават,,,,,,,,90000,,,,2025-12-10,Стирол марка СДЭБ высший сорт (лот = 44т.)
PCT9NVY060F,"Толуол нефтяной высший сорт, ст. Новоярославская (ст. отправления)",ст. Новоярославская,,,,,,,,112000,,112000,,2025-12-10,Толуол нефтяной высший сорт
PCT9SVA060J,"Толуол нефтяной высший сорт, ст. Салават (ст. отправления ОТП)",ст. Салават,,,,,,,,106000,107000,,,2025-12-10,Толуол нефтяной высший сорт
PCTBTYP034F,"Газы углеводородные сжиженные марка БТ, ст. Тюльпан (ст. отправления)",ст. Тюльпан,136,2494104,,,18339,18339,18339,18339,18339,18339,4,2025-12-10,Газы углеводородные сжиженные марка БТ
PCTKKOB060F,"Концентрат толуольный марка А, ст. Комбинатская (ст. отправления)",ст. Комбинатская,,,,,,,,101000,,95000,,2025-12-10,Концентрат толуольный марка А
PCTKKOB060J,"Концентрат толуольный марка А, ст. Комбинатская (ст. отправления ОТП)",ст. Комбинатская,,,,,,,,95000,,95000,,2025-12-10,Концентрат толуольный марка А
PCTMBHK065C,"Метанол технический марка А (1 лот = 65 т), Башкортостан БП (ст. назначения)",Башкортостан БП,,,,,,,,31400,,,,2025-12-10,Метанол технический марка А (1 лот = 65 т)
PCTMKUB022K,"Метанол технический марка А, Куйбышевский НПЗ (франко-пункт назначения)",Куйбышевский НПЗ,,,,,,,,33800,,,,2025-12-10,Метанол технический марка А
PCTMSAD065C,"Метанол технический марка А (1 лот = 65 т), Самара БП (ст. назначения)",Самара БП,,,,,,,,29000,,,,2025-12-10,Метанол технический марка А (1 лот = 65 т)
PCTOOSN063F,"Толуол нефтяной, ст. Осенцы (ст. отправления)",ст. Осенцы,,,,,,,,,109500,,,2025-12-10,Толуол нефтяной
PCU2RAF010A,"Смесь сжиженных углеводородных газов, Краснодарнефтегаз (самовывоз автотранспортом)",Краснодарнефтегаз,,,,,,,,31307,,27000,,2025-12-10,Смесь сжиженных углеводородных газов
PCUUKOB036F,"Газы углеводородные сжиженные марка ПТ, ст. Комбинатская (ст. отправления)",ст. Комбинатская,36,684000,,,19000,19000,19000,19000,19000,19200,1,2025-12-10,Газы углеводородные сжиженные марка ПТ
PCUUNVY034F,"Газы углеводородные сжиженные марка ПТ, ст. Новоярославская (ст. отправления)",ст. Новоярославская,102,2428382,105,0.44,23713,23808,23855,23808,23703,23855,3,2025-12-10,Газы углеводородные сжиженные марка ПТ
PCUUTYP034F,"Газы углеводородные сжиженные марка ПТ, ст. Тюльпан (ст. отправления)",ст. Тюльпан,204,4290664,54,0.26,20979,21033,21207,21033,20979,21250,6,2025-12-10,Газы углеводородные сжиженные марка ПТ
PCUUUPG020A,"Газы углеводородные сжиженные марка ПТ, Сургутское УПГ (самовывоз автотранспортом)",Сургутское УПГ,40,960000,,,24000,24000,24000,24000,24000,24000,1,2025-12-10,Газы углеводородные сжиженные марка ПТ
PCUUZEL036F,"Газы углеводородные сжиженные марка ПТ, ст. Зелецино (ст. отправления)",ст. Зелецино,180,4154400,280,1.21,22800,23080,23200,23080,22800,23200,5,2025-12-10,Газы углеводородные сжиженные марка ПТ
PCV5PUF020A,"Полиэтилен для технических изделий (цех 202), Уфаоргсинтез (самовывоз автотранспортом)",Уфаоргсинтез,,,,,,,,103007,,101100,,2025-12-10,Полиэтилен для технических изделий (цех 202)
PCV6PUF020A,"Полиэтилен для технических изделий (цех 500), Уфаоргсинтез (самовывоз автотранспортом)",Уфаоргсинтез,,,,,,,,100669,,102500,,2025-12-10,Полиэтилен для технических изделий (цех 500)
PCV9PUF020A,"Полиэтилен НМПЭ-1, Уфаоргсинтез (самовывоз автотранспортом)",Уфаоргсинтез,,,,,,,,,3000,,,2025-12-10,Полиэтилен НМПЭ-1
PCVEAZP020A,"Полиэтилен марка НМПЭ-1 (в бочке), Ангарский завод полимеров (самовывоз автотранспортом)",Ангарский завод полимеров,,,,,,,,,7500,,,2025-12-10,Полиэтилен марка НМПЭ-1 (в бочке)
PCVSAZP020A,"Cырье полиэтиленовое вторичное (сметки), Ангарский завод полимеров (самовывоз автотранспортом)",Ангарский завод полимеров,,,,,,,,,,20000,,2025-12-10,Cырье полиэтиленовое вторичное (сметки)
PCWBNOA036F,"Широкая фракция легких углеводородов марка А, ст. Новоотрадная (ст. отправления)",ст. Новоотрадная,,,,,,,,,,14500,,2025-12-10,Широкая фракция легких углеводородов марка А
PCWBPDK036F,"Широкая фракция легких углеводородов марка А, Предкомбинатская-группа станций (ст. отправления)",Предкомбинатская-группа станций,,,,,,,,,,12000,,2025-12-10,Широкая фракция легких углеводородов марка А
PCWBRFF036C,"Широкая фракция легких углеводородов марка А, РФ БП (ст. назначения)",РФ БП,,,,,,,,,,26000,,2025-12-10,Широкая фракция легких углеводородов марка А
PCX1BPI037F,"Газы углеводородные сжиженные марок ПБТ или ПБА, БП (б.т.ц.) Войновка (ст. отправления)",БП (б.т.ц.) Войновка,111,1916600,267,1.55,17200,17267,17400,17267,17200,17400,3,2025-12-10,Газы углеводородные сжиженные марок ПБТ или ПБА
PCXKANK060F,"Cмола пиролизная тяжелая со смолой КОМПАУНД первый сорт, Ангарск-группа станций (ст. отправления)",Ангарск-группа станций,,,,,,,,17000,,17000,,2025-12-10,Cмола пиролизная тяжелая со смолой КОМПАУНД первый сорт
PCY1PUF020A,"Полиэтилен высокого давления марка 15803-020 высший сорт, Уфаоргсинтез (самовывоз автотранспортом)",Уфаоргсинтез,60,6928060,171,0.15,115451,115468,115500,115468,115297,115605,3,2025-12-10,Полиэтилен высокого давления марка 15803-020 высший сорт
PCYNRUY060W,"Фракция пиролизная, ст. Рудня-Экспорт (промежуточная станция)",ст. Рудня-Экспорт,,,,,,,,,38600,32000,,2025-12-10,Фракция пиролизная
PCYNZAH060W,"Фракция пиролизная, ст. Завережье-Экспорт (промежуточная станция)",ст. Завережье-Экспорт,,,,,,,,,38600,15000,,2025-12-10,Фракция пиролизная
PCZ4KKK040F,"Газы углеводородные сжиженные, ст. Косяковка (ст. отправления)",ст. Косяковка,160,2480000,500,3.23,15500,15500,15500,15500,15500,15500,2,2025-12-10,Газы углеводородные сжиженные
